Restaurant ID;Restaurant Name;Country Code;City;Address;Locality;Locality Verbose;Longitude;Latitude;Cuisines;Average Cost for two;Currency;Has Table booking;Has Online delivery;Is delivering now;Switch to order menu;Price range;Aggregate rating;Rating color;Rating text;Votes;
6310675;Mama Lou's Italian Kitchen;162;Las Piñas City;Block 1, Lot 36, Tropical Avenue Corner Tropical Palace, BF International, Las Piñas City;BF International;BF International, Las Piñas City;1.210.097.868.741;144.476.149.305;Italian;1100;Botswana Pula(P);1;0;0;0;3;4.6;3F7E00;Excellent;619;
6310675;Mama Lou's Italian Kitchen;162;Las Piñas City;Block 1, Lot 36, Tropical Avenue Corner Tropical Palace, BF International, Las Piñas City;BF International;BF International, Las Piñas City;1.210.097.868.741;144.476.149.305;Italian;1100;Botswana Pula(P);1;0;0;0;3;4.6;3F7E00;Excellent;619;
6314542;Blackbird;162;Makati City;Nielson Tower, Ayala Triangle Gardens, Salcedo Village, Makati City;Ayala Triangle Gardens, Salcedo Village, Makati City;Ayala Triangle Gardens, Salcedo Village, Makati City, Makati City;1.210.245.618.224;145.560.423.293;European, Asian;3100;Botswana Pula(P);0;0;0;0;4;4.7;3F7E00;Excellent;469;
6301293;Banapple;162;Makati City;Ayala Triangle Gardens, Salcedo Village, Makati City;Ayala Triangle Gardens, Salcedo Village, Makati City;Ayala Triangle Gardens, Salcedo Village, Makati City, Makati City;1.210.231.710.970;145.561.964.736;Filipino, American, Italian, Bakery;800;Botswana Pula(P);0;0;0;0;3;4.4;5BA829;Very Good;867;
6315689;Bad Bird;162;Makati City;Hole In The Wall, Floor 4, Century City Mall, Kalayaan Avenue, Poblacion, Makati City;Century City Mall, Poblacion, Makati City;Century City Mall, Poblacion, Makati City, Makati City;1.210.277.083.889;145.658.989.133;American;700;Botswana Pula(P);0;0;0;0;3;4.4;5BA829;Very Good;858;
6304833;Manam;162;Makati City;Level 1, Greenbelt 2, Ayala Center, Greenbelt, Makati City;Greenbelt 2, San Lorenzo, Makati City;Greenbelt 2, San Lorenzo, Makati City, Makati City;1.210.203.795.880;145.523.509.457;Filipino;700;Botswana Pula(P);0;0;0;0;3;4.7;3F7E00;Excellent;930;
18409457;Soban K-Town Grill;162;Makati City;Level 3, Greenbelt 3, Ayala Center, Greenbelt, Makati City;Greenbelt 3, San Lorenzo, Makati City;Greenbelt 3, San Lorenzo, Makati City, Makati City;1.210.213.877.633;145.522.477.483;Korean, Grill;1300;Botswana Pula(P);0;0;0;0;3;4.7;3F7E00;Excellent;935;
18607559;Bluesmith Coffee & Kitchen;162;Makati City;Level 3, Greenbelt 3, Ayala Center, Greenbelt, Makati City;Greenbelt 3, San Lorenzo, Makati City;Greenbelt 3, San Lorenzo, Makati City, Makati City;1.210.213.736.817;145.520.439.496;American, Filipino, Coffee;700;Botswana Pula(P);0;0;0;0;3;4.0;5BA829;Very Good;340;
6314001;Motorino Pizzeria Napoletana;162;Makati City;Level 2, Greenbelt 3, Ayala Center, Greenbelt, Makati City;Greenbelt 3, San Lorenzo, Makati City;Greenbelt 3, San Lorenzo, Makati City, Makati City;1.210.217.716.545;145.518.745.499;Pizza, Italian;1000;Botswana Pula(P);0;1;1;0;3;4.3;5BA829;Very Good;449;
18189398;Shi Lin;162;Makati City;Level 3, Greenbelt 3, Ayala Center, Greenbelt, Makati City;Greenbelt 3, San Lorenzo, Makati City;Greenbelt 3, San Lorenzo, Makati City, Makati City;1.210.216.529.667;145.521.890.101;Taiwanese;1000;Botswana Pula(P);0;1;0;0;3;4.1;5BA829;Very Good;201;
6318945;Nikkei;162;Makati City;Unit GO3, Frabelle Business Center, 111 Rada Street, Legaspi Village, Makati City;Legaspi Village;Legaspi Village, Makati City;1.210.181.084.275;145.557.840.155;Japanese, Latin American;1600;Botswana Pula(P);1;0;0;0;4;4.6;3F7E00;Excellent;394;
6304287;Izakaya Kikufuji;162;Makati City;Little Tokyo, 2277 Chino Roces Avenue, Legaspi Village, Makati City;Little Tokyo, Legaspi Village, Makati City;Little Tokyo, Legaspi Village, Makati City, Makati City;1.210.138.923.302;145.536.214.376;Japanese;1200;Botswana Pula(P);0;0;0;0;3;4.6;3F7E00;Excellent;1293;
18664859;Kermit Manila;162;Makati City;4636 Molina Street, Poblacion, Makati City;Poblacion;Poblacion, Makati City;1.210.290.313.885;145.675.392.548;Italian, Pizza;1500;Botswana Pula(P);0;0;0;0;4;4.5;3F7E00;Excellent;227;
6307689;Filling Station;162;Makati City;5012 P. Burgos Street, Poblacion, Makati City 1210 1210;Poblacion;Poblacion, Makati City;1.210.297.240.689;145.635.469.245;American, Filipino;1600;Botswana Pula(P);0;0;0;0;4;4.2;5BA829;Very Good;802;
18319210;Ooma;162;Makati City;Ground Floor, Edades Tower And Garden Villas, Amorsolo Corner Waterfront Drive, Rockwell, Makati City;Rockwell;Rockwell, Makati City;1.210.357.519.984;145.660.212.497;Japanese, Sushi;1500;Botswana Pula(P);0;0;0;0;4;4.7;3F7E00;Excellent;387;
18571449;Nikkei;162;Makati City;Ground Floor, One Rockwell, West Tower, Rockwell, Makati City;Rockwell;Rockwell, Makati City;1.210.377.502.441;145.632.785.600;Japanese, Latin American;1600;Botswana Pula(P);1;0;0;0;4;4.3;5BA829;Very Good;152;
18376891;Single Origin;162;Makati City;Ground Floor, Edades Tower & Garden Villas, Amorsolo Corner Rockwell Drive, Rockwell, Makati City;Rockwell;Rockwell, Makati City;1.210.357.127.711;145.656.685.181;Coffee, American, European;1450;Botswana Pula(P);1;0;0;0;4;4.4;5BA829;Very Good;273;
6316125;Mendokoro Ramenba;162;Makati City;V. Corporate Center, Soliman Street, Salcedo Village, Makati City;Salcedo Village;Salcedo Village, Makati City;1.210.246.630.758;145.602.269.044;Japanese, Ramen;1000;Botswana Pula(P);0;0;0;0;3;4.9;3F7E00;Excellent;1832;
6314428;Wildflour Cafe + Bakery;162;Makati City;Ground Floor, V Corporate Center, 125 L. P. Leviste Street, Salcedo Village, Makati City;Salcedo Village;Salcedo Village, Makati City;1.210.248.223.320;145.602.278.779;American, Italian, Bakery, Coffee;1500;Botswana Pula(P);1;1;1;0;4;4.5;3F7E00;Excellent;608;
18189371;Din Tai Fung;162;Mandaluyong City;Ground Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City;1.210.563.476.756;145.831.048.555;Chinese;1000;Botswana Pula(P);0;0;0;0;3;4.7;3F7E00;Excellent;833;
6314111;Ippudo;162;Mandaluyong City;Third Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City;1.210.560.814.664;145.836.184.983;Japanese, Ramen;1200;Botswana Pula(P);0;0;0;0;3;4.7;3F7E00;Excellent;1089;
6318506;Ooma;162;Mandaluyong City;Third Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City;1.210.561.009.124;145.837.586.710;Japanese, Sushi;1500;Botswana Pula(P);0;0;0;0;4;4.9;3F7E00;Excellent;1167;
6314302;Sambo Kojin;162;Mandaluyong City;Third Floor, Mega Atrium, SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City;1.210.570.152.104;145.843.891.226;Japanese, Korean;1776;Botswana Pula(P);0;0;0;0;4;4.6;3F7E00;Excellent;733;
18278135;Sunnies Cafe;162;Mandaluyong City;Second Floor, Bridgeway, SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City;1.210.567.650.944;145.841.431.721;Coffee;700;Botswana Pula(P);0;0;0;0;3;3.9;9ACD32;Good;326;
18343547;Bad Bird;162;Mandaluyong City;Third Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City;1.210.562.296.584;145.839.316.155;American;700;Botswana Pula(P);0;0;0;0;3;4.2;5BA829;Very Good;322;
6313941;Chelsea Kitchen;162;Mandaluyong City;Ground Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City;1.210.559.533.909;145.836.532.171;European, Desserts;1100;Botswana Pula(P);1;0;0;0;3;4.1;5BA829;Very Good;598;
18594729;Nikkei;162;Mandaluyong City;Ground Floor, The Podium, ADB Avenue, Ortigas, Mandaluyong City;The Podium, Ortigas, Mandaluyong City;The Podium, Ortigas, Mandaluyong City, Mandaluyong City;1.210.591.240.972;145.845.107.999;Japanese, Latin American;1600;Botswana Pula(P);1;0;0;0;4;4.8;3F7E00;Excellent;312;
18653051;Vanderlust Bistro;162;Mandaluyong City;Fifth Floor, The Podium, ADB Avenue, Ortigas, Mandaluyong City;The Podium, Ortigas, Mandaluyong City;The Podium, Ortigas, Mandaluyong City, Mandaluyong City;1.210.589.373.484;145.848.690.173;European, Steak, Bakery, Desserts;1200;Botswana Pula(P);0;0;0;0;3;4.2;5BA829;Very Good;133;
6303850;Wildflour Cafe + Bakery;162;Mandaluyong City;Ground Floor, The Podium, ADB Avenue, Ortigas Center, Mandaluyong City;The Podium, Ortigas, Mandaluyong City;The Podium, Ortigas, Mandaluyong City, Mandaluyong City;1.210.593.309.626;145.852.389.152;American, Italian, Bakery, Coffee;1500;Botswana Pula(P);1;0;0;0;4;4.4;5BA829;Very Good;308;
6301760;Wai Ying Fastfood;162;Manila;810 Benavidez Street, Binondo, Manila;Binondo;Binondo, Manila;1.209.760.963.172;146.019.222.853;Filipino, Chinese;600;Botswana Pula(P);0;0;0;0;2;4.4;5BA829;Very Good;674;
18619314;Soban K-Town Grill;162;Manila;Ground Floor, Robinsons Place Manila, Ermita, Manila;Robinsons Place Manila, Ermita, Manila;Robinsons Place Manila, Ermita, Manila, Manila;1.209.846.361.354;145.756.460.295;Korean, Grill;1300;Botswana Pula(P);0;0;0;0;3;4.6;3F7E00;Excellent;398;
6310022;Rustic Mornings by Isabelo;162;Marikina City;11 Isabelo Mendoza Street, San Roque, Marikina City;San Roque;San Roque, Marikina City;1.210.958.777.368;146.292.523.213;American, Filipino;1200;Botswana Pula(P);0;0;0;0;3;4.5;3F7E00;Excellent;874;
6309831;Ramen Yushoken;162;Muntinlupa City;Molito Commercial Complex, Alabang, Muntinlupa City;Molito Commercial Complex, Alabang, Mutinlupa City;Molito Commercial Complex, Alabang, Mutinlupa City, Muntinlupa City;1.210.269.469.768;144.247.476.568;Japanese, Ramen;800;Botswana Pula(P);0;0;0;0;3;4.9;3F7E00;Excellent;1171;
6301290;Vikings;162;Pasay City;Building B, SM by the Bay, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City;SM by the Bay, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City;SM by the Bay, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City;1.209.791.587.293;145.403.891.406;Seafood, Filipino, Asian, European;2000;Botswana Pula(P);0;0;0;0;4;4.2;5BA829;Very Good;1046;
6300010;Spiral - Sofitel Philippine Plaza Manila;162;Pasay City;Plaza Level, Sofitel Philippine Plaza Manila, CCP Complex, Pasay City;Sofitel Philippine Plaza Manila, CCP Complex, Pasay City;Sofitel Philippine Plaza Manila, CCP Complex, Pasay City, Pasay City;1.209.816.655.889;145.528.565.472;European, Asian, Indian;6000;Botswana Pula(P);0;0;0;0;4;4.9;3F7E00;Excelente;1228;
18442143;Mama Lou's Italian Kitchen;162;Pasig City;Second Floor, Ayala Malls The 30th, Meralco Avenue, Ugong, Pasig City;Ayala Malls The 30th, Ugong, Pasig City;Ayala Malls The 30th, Ugong, Pasig City, Pasig City;1.210.642.923.787;145.809.805.095;Italian;1100;Botswana Pula(P);1;0;0;0;3;4.5;3F7E00;Excellent;287;
18442143;Mama Lou's Italian Kitchen;162;Pasig City;Second Floor, Ayala Malls The 30th, Meralco Avenue, Ugong, Pasig City;Ayala Malls The 30th, Ugong, Pasig City;Ayala Malls The 30th, Ugong, Pasig City, Pasig City;1.210.642.923.787;145.809.805.095;Italian;1100;Botswana Pula(P);1;0;0;0;3;4.5;3F7E00;Excellent;287;
18506282;Sibyullee;162;Pasig City;Ground Floor, Ayala Malls The 30th, Meralco Avenue, Ugong, Pasig City;Ayala Malls The 30th, Ugong, Pasig City;Ayala Malls The 30th, Ugong, Pasig City, Pasig City;1.210.642.913.729;145.807.796.576;Korean;1800;Botswana Pula(P);0;0;0;0;4;4.7;3F7E00;Excellent;645;
6309635;Frankie's New York Buffalo Wings;162;Pasig City;Ground Floor, City Golf Plaza, Julia Vargas Avenue, Ugong, Pasig City;City Golf Plaza, Ugong, Pasig City;City Golf Plaza, Ugong, Pasig City, Pasig City;1.210.678.097.606;145.846.461.049;American;850;Botswana Pula(P);0;0;0;0;3;4.5;3F7E00;Excelente;606;
6309635;Frankie's New York Buffalo Wings;162;Pasig City;Ground Floor, City Golf Plaza, Julia Vargas Avenue, Ugong, Pasig City;City Golf Plaza, Ugong, Pasig City;City Golf Plaza, Ugong, Pasig City, Pasig City;1.210.678.097.606;145.846.461.049;American;850;Botswana Pula(P);0;0;0;0;3;4.5;3F7E00;Excelente;606;
6314987;Locavore;162;Pasig City;Brixton Technology Center, 10 Brixton Street, Kapitolyo, Pasig City;Kapitolyo;Kapitolyo, Pasig City;1.210.563.711.450;145.716.570.910;Filipino;1100;Botswana Pula(P);0;0;0;0;3;4.7;3F7E00;Excellent;930;
6309903;Silantro Fil-Mex;162;Pasig City;75 East Capitol Drive, Kapitolyo, Pasig City;Kapitolyo;Kapitolyo, Pasig City;1.210.578.601.062;145.676.755.438;Filipino, Mexican;800;Botswana Pula(P);0;0;0;0;3;4.9;3F7E00;Excellent;1544;
6309619;Charlie's Grind & Grill;162;Pasig City;16 East Capitol Drive, Kapitolyo, Pasig City;Kapitolyo;Kapitolyo, Pasig City;1.210.606.304.929;145.715.000.371;American, Burger;1100;Botswana Pula(P);0;0;0;0;3;4.2;5BA829;Very Good;518;
6309619;Charlie's Grind & Grill;162;Pasig City;16 East Capitol Drive, Kapitolyo, Pasig City;Kapitolyo;Kapitolyo, Pasig City;1.210.606.304.929;145.715.000.371;American, Burger;1100;Botswana Pula(P);0;0;0;0;3;4.2;5BA829;Very Good;518;
18558322;Mama Lou's Italian Kitchen;162;Quezon City;Level 1, Ayala Malls Vertis North, Bagong Pag-Asa, Quezon City;Ayala Malls Vertis North, Bagong Pag-asa, Quezon City;Ayala Malls Vertis North, Bagong Pag-asa, Quezon City, Quezon City;1.210.361.489.654;146.518.713.781;Italian;1100;Botswana Pula(P);1;0;0;0;3;4.3;5BA829;Very Good;257;
18558322;Mama Lou's Italian Kitchen;162;Quezon City;Level 1, Ayala Malls Vertis North, Bagong Pag-Asa, Quezon City;Ayala Malls Vertis North, Bagong Pag-asa, Quezon City;Ayala Malls Vertis North, Bagong Pag-asa, Quezon City, Quezon City;1.210.361.489.654;146.518.713.781;Italian;1100;Botswana Pula(P);1;0;0;0;3;4.3;5BA829;Very Good;257;
6311148;Bugis Singapore Street Food;162;Quezon City;78 N. Roxas Street, Santo Domingo, Quezon City;Banawe;Banawe, Quezon City;1.210.053.588.823;146.271.193.376;Singaporean, Street Food;500;Botswana Pula(P);0;0;0;0;2;4.4;5BA829;Very Good;611;
18189402;Tra Vinh;162;Quezon City;Unit 3, 109 N.S Amoranto Corner Cordillera Street, Maharlika, Quezon City;Banawe;Banawe, Quezon City;1.209.994.942.322;146.317.589.967;Vietnamese;600;Botswana Pula(P);1;0;0;0;2;4.2;5BA829;Very Good;281;
18290970;Soban K-Town Grill;162;Quezon City;Second Floor, Eastwood Mall, Libis, Quezon City;Eastwood Mall, Libis, Quezon City;Eastwood Mall, Libis, Quezon City, Quezon City;1.210.793.221.369;146.104.054.360;Korean, Grill;1300;Botswana Pula(P);0;0;0;0;3;4.6;3F7E00;Excellent;446;
6314096;Señor Pollo;162;Quezon City;F7 Building, Scout Rallos Street Corner Tomas Morato Avenue, Laging Handa, Quezon City;F7 Building, Laging Handa, Tomas Morato, Quezon City;F7 Building, Laging Handa, Tomas Morato, Quezon City, Quezon City;1.210.339.079.797;146.344.216.794;Latin American, Street Food;800;Botswana Pula(P);0;0;0;0;3;4.3;5BA829;Very Good;833;
6305520;Banapple;162;Quezon City;Second Floor, Il Terrazzo, Tomas Morato Corner Scout Madrinan Street, South Triangle,  Quezon City;Il Terrazzo, South Triangle, Quezon City;Il Terrazzo, South Triangle, Quezon City, Quezon City;1.210.352.665.186;146.362.230.594;Filipino, American, Italian, Bakery;800;Botswana Pula(P);0;0;0;0;3;4.2;5BA829;Very Good;429;
18258080;Blue Rocket Cafe + Kitchen;162;Quezon City;79 Scout Reyes Corner Scout Lozano, Paligsahan, Quezon City;Paligsahan;Paligsahan, Quezon City;1.210.258.905.217;146.319.503.943;Filipino, Asian;800;Botswana Pula(P);0;0;0;0;3;4.1;5BA829;Very Good;184;
18451647;Soru Izakaya;162;Quezon City;Ground Floor, 140 Maginhawa Street, Sikatuna Village, Quezon City;Sikatuna Village;Sikatuna Village, Quezon City;1.210.610.988.736;146.419.310.622;Japanese;1200;Botswana Pula(P);1;0;0;0;3;4.6;3F7E00;Excellent;878;
6314464;Banapple;162;Quezon City;Second Floor, Sky Garden, SM City North EDSA, Bago Bantay, Quezon City;SM City North EDSA, Bago Bantay, Quezon City;SM City North EDSA, Bago Bantay, Quezon City, Quezon City;1.210.321.015.120;146.554.816.213;Filipino, American, Italian, Bakery;800;Botswana Pula(P);0;0;0;0;3;4.3;5BA829;Very Good;490;
6302438;Friuli Trattoria;162;Quezon City;79-A Maginhawa Street, Teachers Village, Quezon City;Teachers Village;Teachers Village, Quezon City;1.210.579.841.584;146.468.772.723;Italian;400;Botswana Pula(P);0;0;0;0;2;4.3;5BA829;Very Good;941;
6314240;Leann's Tea House;162;Quezon City;105-R Mother Ignacia Corner Sct. Madrinan Street, South Triangle, Tomas Morato, Quezon City 1100;Tomas Morato;Tomas Morato, Quezon City;1.210.310.507.566;146.372.851.303;Korean, Korean BBQ;700;Botswana Pula(P);1;0;0;0;3;4.5;3F7E00;Excellent;801;
6314240;Leann's Tea House;162;Quezon City;105-R Mother Ignacia Corner Sct. Madrinan Street, South Triangle, Tomas Morato, Quezon City 1100;Tomas Morato;Tomas Morato, Quezon City;1.210.310.507.566;146.372.851.303;Korean, Korean BBQ;700;Botswana Pula(P);1;0;0;0;3;4.5;3F7E00;Excellent;801;
6305783;Lola Cafe;162;Quezon City;99 Scout Lozano Street, Laging Handa, Quezon City;Tomas Morato;Tomas Morato, Quezon City;1.210.323.529.691;146.297.590.438;Filipino, Coffee;1200;Botswana Pula(P);1;0;0;0;3;4.5;3F7E00;Excellent;448;
6314243;The Frazzled Cook;162;Quezon City;78 Scout Gandia Street, Laging Handa, Tomas Morato, Quezon City;Tomas Morato;Tomas Morato, Quezon City;1.210.332.116.112;146.318.287.433;European, Italian;1300;Botswana Pula(P);1;0;0;0;3;4.4;5BA829;Muito bom;994;
18581637;Romantic Baboy;162;Quezon City;CKB Centre, Tomas Morato Avenue Corner Scout Rallos Street, Laging Handa, Quezon City;Tomas Morato;Tomas Morato, Quezon City;1.210.350.881.517;146.338.604.685;Korean;1200;Botswana Pula(P);0;0;0;0;3;4.2;5BA829;Very Good;566;
18369156;Vanderlust Bistro;162;Quezon City;100 Scout De Guia Corner Tomas Morato Avenue, Tomas Morato, Quezon City;Tomas Morato;Tomas Morato, Quezon City;1.210.348.125.547;146.312.094.575;European, Steak, Bakery, Desserts;1200;Botswana Pula(P);1;0;0;0;3;4.4;5BA829;Very Good;309;
6316532;Mama Lou's Italian Kitchen;162;Quezon City;Ground Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City;UP Town Center, Diliman, Quezon City;UP Town Center, Diliman, Quezon City, Quezon City;1.210.751.291.737;146.489.747.068;Italian;1100;Botswana Pula(P);1;0;0;0;3;4.5;3F7E00;Excellent;631;
6316532;Mama Lou's Italian Kitchen;162;Quezon City;Ground Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City;UP Town Center, Diliman, Quezon City;UP Town Center, Diliman, Quezon City, Quezon City;1.210.751.291.737;146.489.747.068;Italian;1100;Botswana Pula(P);1;0;0;0;3;4.5;3F7E00;Excellent;631;
6318433;Silantro Fil-Mex;162;Quezon City;Second Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City;UP Town Center, Diliman, Quezon City;UP Town Center, Diliman, Quezon City, Quezon City;1.210.754.399.747;146.495.070.095;Filipino, Mexican;800;Botswana Pula(P);0;0;0;0;3;4.5;3F7E00;Excellent;749;
18651775;The Fat Seed Cafe + Roastery;162;Quezon City;Ground Floor, Phase 2, UP Town Center, Katipunan Avenue, Diliman, Quezon City;UP Town Center, Diliman, Quezon City;UP Town Center, Diliman, Quezon City, Quezon City;1.210.748.857.632;146.520.274.015;American, Asian;1000;Botswana Pula(P);0;0;0;0;3;4.6;3F7E00;Excellent;296;
18745092;Ebi 10;162;San Juan City;Courtyard@453, 453 P. Guevarra Street, Addition Hills, San Juan City;Courtyard@453, Addition Hills, San Juan City;Courtyard@453, Addition Hills, San Juan City, San Juan City;1.210.383.306.071;145.966.142.692;Japanese;700;Botswana Pula(P);0;0;0;0;3;4.2;5BA829;Very Good;158;
6318213;Balay Dako;162;Tagaytay City;Aguinaldo Highway, Silang Crossing West, Tagaytay City;Tagaytay City;Tagaytay City, Tagaytay City;1.209.511.869.773;141.025.584.457;Filipino;1200;Botswana Pula(P);0;0;0;0;3;4.5;3F7E00;Excellent;821;
6312860;Breakfast at Antonio's;162;Tagaytay City;Aguinaldo Highway, Bagong Tubig, Tagaytay City, Tagaytay City;Tagaytay City;Tagaytay City, Tagaytay City;1.208.985.006.809;140.884.592.334;European, American;1300;Botswana Pula(P);1;0;0;0;3;4.5;3F7E00;Excellent;708;
6312860;Breakfast at Antonio's;162;Tagaytay City;Aguinaldo Highway, Bagong Tubig, Tagaytay City, Tagaytay City;Tagaytay City;Tagaytay City, Tagaytay City;1.208.985.006.809;140.884.592.334;European, American;1300;Botswana Pula(P);1;0;0;0;3;4.5;3F7E00;Excellent;708;
18317934;Charito by Bag of Beans;162;Tagaytay City;150 Aguinaldo Highway, Maharlika East, Tagaytay-Nasugbu Highway, Tagaytay City;Tagaytay City;Tagaytay City, Tagaytay City;1.209.494.696.930;141.017.201.526;European, Filipino, American;1500;Botswana Pula(P);1;0;0;0;4;4.3;5BA829;Very Good;385;
6318473;Genki Sushi;162;Taguig City;Second Floor, BGC Stopover Pavilion, Rizal Drive Corner 31st Street, Bonifacio Global City, Taguig City;BGC Stopover Pavilion, Bonifacio Global City, Taguig City;BGC Stopover Pavilion, Bonifacio Global City, Taguig City, Taguig City;1.210.459.249.467;145.540.832.264;Japanese, Sushi;700;Botswana Pula(P);0;0;0;0;3;4.2;5BA829;Very Good;369;
18382308;Ooma;162;Taguig City;Bonifacio High Street Central, 7th Avenue, Bonifacio Global City, Taguig City;BHS Central Square, Bonifacio Global City, Taguig City;BHS Central Square, Bonifacio Global City, Taguig City, Taguig City;1.210.489.176.214;145.513.543.426;Japanese, Sushi;1500;Botswana Pula(P);0;0;0;0;4;4.5;3F7E00;Excellent;582;
6301730;Sariwon;162;Taguig City;C2, Bonifacio High Street Central, 7th Avenue, Bonifacio Global City, Taguig City;BHS Central Square, Bonifacio Global City, Taguig City;BHS Central Square, Bonifacio Global City, Taguig City, Taguig City;1.210.490.990.058;145.513.121.548;Korean, Korean BBQ;1000;Botswana Pula(P);0;0;0;0;3;4.6;3F7E00;Excellent;682;
6314147;Va Bene Pasta Deli;162;Taguig City;Third Floor, Central Square, Bonifacio High Street, Bonifacio Global City, Taguig City;BHS Central Square, Bonifacio Global City, Taguig City;BHS Central Square, Bonifacio Global City, Taguig City, Taguig City;1.210.485.243.425;145.517.096.933;European, Italian;1200;Botswana Pula(P);1;0;0;0;3;4.5;3F7E00;Excellent;352;
18142958;Single Origin;162;Taguig City;C3, Bonifacio High Street Central, 7th Avenue, Bonifacio Global City, Taguig City;BHS Central Square, Bonifacio Global City, Taguig City;BHS Central Square, Bonifacio Global City, Taguig City, Taguig City;1.210.492.894.426;145.514.932.378;American, European;1450;Botswana Pula(P);1;0;0;0;4;4.3;5BA829;Very Good;560;
18695427;Mendokoro Ramenba;162;Taguig City;Icon Plaza, 26th Street, Bonifacio Global City, Taguig City;Bonifacio Global City;Bonifacio Global City, Taguig City;1.210.483.744.741;145.488.730.379;Japanese, Ramen;1000;Botswana Pula(P);0;0;0;0;3;4.9;3F7E00;Excellent;490;
18643656;Nomi - Modern Japanese Cafe;162;Taguig City;Ground Floor, W City Center, 30th Street Corner 7th Avenue, Bonifacio Global City, Taguig City;Bonifacio Global City;Bonifacio Global City, Taguig City;1.210.502.892.360;145.528.085.183;Coffee, Japanese;800;Botswana Pula(P);0;1;1;0;3;4.3;5BA829;Very Good;287;
18245912;Sunnies Cafe;162;Taguig City;B3, Bonifacio High Street, 9th Avenue, Bonifacio Global City, Taguig City;Bonifacio High Street, Bonifacio Global City, Taguig City;Bonifacio High Street, Bonifacio Global City, Taguig City, Taguig City;1.210.505.024.716;145.507.429.434;Coffee;700;Botswana Pula(P);0;0;0;0;3;4.2;5BA829;Very Good;546;
18684182;Soru Izakaya;162;Taguig City;Burgos Circle, Bonifacio Global City, Taguig City;Burgos Circle, Bonifacio Global City, Taguig City;Burgos Circle, Bonifacio Global City, Taguig City, Taguig City;1.210.440.879.688;145.526.397.682;Japanese;1400;Botswana Pula(P);0;0;0;0;4;4.5;3F7E00;Excellent;544;
6301792;Banapple;162;Taguig City;Ground Floor, Market! Market!, Bonifacio Global City, Taguig City;Market! Market!, Bonifacio Global City, Taguig City;Market! Market!, Bonifacio Global City, Taguig City, Taguig City;1.210.557.220.504;145.487.393.335;Filipino, American, Italian, Bakery;800;Botswana Pula(P);0;0;0;0;3;4.3;5BA829;Very Good;410;
6308205;Wildflour Restaurant;162;Taguig City;Ground Floor, Net Lima, 4th Avenue Corner 26th Street, Bonifacio Global City, Taguig City;Net Lima, Bonifacio Global City, Taguig City;Net Lima, Bonifacio Global City, Taguig City, Taguig City;1.210.469.049.588;145.487.250.544;American, Italian, Bakery, Coffee;1500;Botswana Pula(P);1;1;0;0;4;4.4;5BA829;Very Good;624;
18778547;Soban K-Town Grill;162;Taguig City;Level 2, One Bonifacio High Street Mall, 28th Street Corner 5th Avenue, Bonifacio Global City, Taguig City;One Bonifacio High Street, Bonifacio Global City, Taguig City;One Bonifacio High Street, Bonifacio Global City, Taguig City, Taguig City;1.210.465.535.894;145.515.578.175;Korean, Grill;1300;Botswana Pula(P);0;0;0;0;3;4.5;3F7E00;Excellent;289;
6310488;Saboten;162;Taguig City;Ground Floor, Serendra, Bonifacio Global City, Taguig City;Serendra, Bonifacio Global City, Taguig City;Serendra, Bonifacio Global City, Taguig City, Taguig City;1.210.542.066.023;145.498.333.055;Japanese, Asian;1500;Botswana Pula(P);0;1;1;0;4;4.8;3F7E00;Excellent;637;
6315438;NIU by Vikings;162;Taguig City;Sixth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City;SM Aura Premier, Bonifacio Global City, Taguig City;SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City;1.210.538.730.025;145.455.330.007;Seafood, American, Mediterranean, Japanese;3000;Botswana Pula(P);0;0;0;0;4;4.6;3F7E00;Excellent;1161;
